Dato + Tid,Volum,Globalstraling,Solskinstid,Lufttemperatur,Vindretning,Vindstyrke,Lufttrykk,Vindkast
2020-06-03,111.95652173913044,224.54927536231884,20.995652173913044,13.593478260869567,260.7391304347826,2.2824637681159423,1000.0920289855072,3.717391304347826
2020-06-04,65.91304347826087,64.7140579710145,0.0,10.318115942028985,199.6304347826087,2.048550724637681,990.8702898550724,3.805072463768116
2020-06-05,75.33333333333333,50.55138888888889,0.0,13.928194444444443,130.67361111111111,4.239583333333333,981.86875,7.979861111111112
2020-06-06,41.5,145.77152777777778,7.070833333333333,11.371527777777779,266.00972222222225,2.34375,985.5583333333334,4.0375
2020-06-07,36.666666666666664,116.9263888888889,4.320833333333334,10.732638888888888,267.06666666666666,3.359027777777778,995.6784722222222,5.5125
2020-06-08,115.04347826086956,343.56231884057974,38.57826086956521,10.856521739130434,322.47391304347826,3.8540579710144924,1006.3217391304348,6.384782608695652
2020-06-09,113.34782608695652,254.52101449275364,18.36521739130435,11.920289855072465,235.6594202898551,2.1528985507246374,1010.6644927536232,3.786956521739131
2020-06-10,117.125,234.02847222222223,21.066666666666666,13.245833333333332,274.2236111111111,2.0501388888888887,1014.348611111111,3.591666666666667
2020-06-11,124.08333333333333,332.77569444444447,39.80833333333333,19.572916666666668,247.6527777777778,2.4763888888888888,1017.6791666666667,4.455555555555556
2020-06-12,94.13636363636364,294.36136363636365,35.73636363636364,22.61439393939394,131.5651515151515,2.8846969696969698,1014.3424242424243,5.450757575757576
2020-06-13,63.65217391304348,167.6782608695652,10.339130434782607,20.836231884057973,244.4855072463768,1.73768115942029,1013.7166666666667,2.9565217391304346
2020-06-14,47.958333333333336,119.25291666666668,4.854166666666667,18.253333333333334,257.7736111111111,1.8875,1014.6154166666666,3.266666666666667
2020-06-15,143.2608695652174,329.73405797101447,42.5304347826087,19.703623188405796,272.6811594202899,1.8139130434782609,1012.4101449275363,3.026086956521739
2020-06-16,157.4090909090909,322.0204545454545,38.654545454545456,20.28030303030303,270.44696969696975,2.0893939393939394,1009.1159090909091,3.3568181818181815
2020-06-17,144.7391304347826,281.65434782608696,26.539130434782606,16.979710144927534,281.9347826086956,2.06231884057971,1008.2971014492753,3.493478260869565
2020-06-18,145.47826086956522,302.8652173913044,33.7695652173913,18.218115942028984,310.4478260869565,1.9884057971014493,1007.7326086956521,3.308695652173913
2020-06-19,117.30434782608695,244.5991304347826,26.72608695652174,21.64927536231884,254.3913043478261,1.6956521739130435,1007.609420289855,2.9
2020-06-20,64.5,113.40625,1.7375,18.130555555555556,252.0,1.7590277777777779,1009.7701388888889,3.09375
2020-06-21,42.875,119.85902777777778,9.920833333333334,15.859027777777778,197.3472222222222,2.214583333333333,1009.379861111111,3.7729166666666667
2020-06-22,103.95238095238095,219.71904761904764,19.004761904761907,15.573015873015871,175.57936507936506,2.8634920634920635,1011.9531746031746,4.9523809523809526
2020-06-23,111.6086956521739,167.4931884057971,6.1000000000000005,17.038985507246377,164.5159420289855,4.068840579710145,1016.0536231884058,6.471014492753624
2020-06-24,130.04166666666666,311.82986111111114,36.891666666666666,19.095833333333335,158.56944444444443,3.4388888888888887,1019.4111111111112,5.58125
2020-06-25,123.0,316.16893939393935,39.71363636363637,19.80909090909091,243.4272727272727,1.6636363636363638,1018.6401515151516,2.8068181818181817
2020-06-26,112.375,276.50111111111113,26.96666666666667,22.626388888888886,167.99305555555557,2.0541666666666667,1010.375,3.716666666666667
2020-06-27,62.666666666666664,268.4902777777778,23.554166666666664,22.768611111111113,206.0,2.6069444444444447,1001.3208333333333,4.860416666666667
2020-06-28,28.458333333333332,115.91458333333333,9.191666666666666,17.519722222222224,161.84722222222223,3.391666666666667,996.1305555555555,6.26875
2020-06-29,101.79166666666667,152.9375,6.766666666666667,15.956111111111111,175.5972222222222,3.1916666666666664,994.3888888888888,5.679166666666666
2020-06-30,96.30434782608695,189.05144927536233,13.76086956521739,15.428260869565218,254.43478260869566,2.6272463768115943,987.2021739130436,4.734782608695652
2020-07-01,110.54166666666667,269.9486111111111,26.3,12.888888888888888,302.4791666666667,3.640972222222222,992.1750000000001,6.3180555555555555
2020-07-02,82.45833333333333,161.0298611111111,6.8374999999999995,9.48611111111111,194.11111111111111,2.0383333333333336,998.8319444444445,3.8993055555555554
2020-07-03,57.708333333333336,114.18291666666666,6.945833333333333,9.476666666666667,181.3472222222222,1.482638888888889,998.4188888888889,2.9645833333333336
2020-07-04,53.0,255.54513888888889,23.46666666666667,12.713888888888889,203.65416666666667,1.5284722222222225,994.9225,2.733333333333333
2020-07-05,14.0,45.01666666666667,0.0,11.672222222222222,248.13194444444443,2.6277777777777778,981.6958333333333,5.284027777777777
2020-07-06,46.583333333333336,94.38541666666667,1.6291666666666667,11.356944444444444,284.38194444444446,5.553333333333334,990.8138888888889,10.025
2020-07-07,57.791666666666664,142.70277777777778,4.95,9.283333333333333,275.55555555555554,2.484027777777778,1000.9444444444445,4.533333333333333
2020-07-08,63.375,192.4701388888889,14.583333333333334,10.89861111111111,281.2083333333333,2.7145833333333336,1005.2506944444444,4.716666666666667
2020-07-09,71.125,280.15763888888887,25.787499999999998,11.486805555555556,236.49444444444444,2.6430555555555553,1006.9244444444444,4.416666666666667
2020-07-10,64.20833333333333,274.1118055555556,27.15416666666667,12.309027777777779,303.53055555555557,2.8506944444444446,1004.5090277777778,4.84375
2020-07-11,28.958333333333332,166.92013888888889,9.575,10.5625,235.18333333333337,1.6430555555555557,1009.9590277777778,3.1291666666666664
2020-07-12,22.041666666666668,138.29236111111112,1.7258333333333333,11.768749999999999,212.3611111111111,2.829861111111111,1013.1104166666668,4.797916666666667
2020-07-13,46.25,94.57013888888889,0.8583333333333334,12.4125,154.82222222222222,3.1999999999999997,1009.6159722222222,5.066666666666666
2020-07-14,44.125,121.37013888888889,2.216666666666667,13.53875,210.72083333333333,1.729861111111111,1002.55875,2.8354166666666667
2020-07-15,55.333333333333336,164.34097222222223,7.25,14.59361111111111,285.53749999999997,1.6034722222222222,1004.120138888889,2.702083333333333
2020-07-16,58.291666666666664,171.46902777777777,6.120833333333334,15.064583333333333,162.42361111111111,3.2909722222222224,1007.8729166666667,5.372916666666666
2020-07-17,26.833333333333332,40.22013888888889,0.024999999999999998,13.479305555555555,169.27777777777777,3.2763888888888886,1006.8548611111111,5.503472222222222
2020-07-18,27.583333333333332,126.48138888888889,5.579166666666667,14.22013888888889,166.41666666666666,2.9645833333333336,1005.2909722222222,5.090277777777778
2020-07-19,26.583333333333332,169.125,10.445833333333335,13.221666666666666,202.50694444444446,2.362361111111111,1007.2465277777778,4.075
2020-07-20,49.125,169.5326388888889,9.141666666666667,11.666666666666666,238.6597222222222,2.129166666666667,1009.8006944444445,3.735416666666667
2020-07-21,39.166666666666664,156.36805555555557,8.195833333333333,10.84875,230.50694444444446,1.681527777777778,1012.9284722222222,3.0895833333333336
2020-07-22,53.125,255.13680555555558,28.116666666666664,11.851944444444444,212.42499999999998,1.9677777777777778,1013.3270833333335,3.3666666666666667
2020-07-23,58.833333333333336,303.22569444444446,36.791666666666664,13.81,251.57500000000002,2.19375,1005.8854166666666,3.6979166666666665
2020-07-24,55.25,304.0161111111111,38.68333333333333,14.673611111111112,243.9722222222222,1.9400000000000002,999.7055555555556,3.2270833333333333
2020-07-25,38.958333333333336,281.9972222222222,35.17916666666667,15.49236111111111,187.99305555555554,2.195138888888889,998.213888888889,3.9145833333333333
2020-07-26,17.583333333333332,73.94652777777777,0.375,16.366666666666667,223.39583333333334,2.288194444444444,994.1534722222223,4.233333333333333
2020-07-27,43.166666666666664,92.18055555555556,2.3958333333333335,15.678472222222224,150.62083333333334,3.93125,999.2194444444444,6.809027777777778
2020-07-28,51.916666666666664,121.02291666666666,6.104166666666667,16.418055555555558,155.43055555555554,4.327222222222223,988.7784722222223,7.429861111111111
2020-07-29,52.833333333333336,96.74069444444444,9.1,13.565555555555555,235.42361111111111,1.579861111111111,995.2326388888888,3.0437499999999997
2020-07-30,45.875,62.04027777777778,0.029166666666666664,13.88263888888889,250.2222222222222,1.8513888888888888,1006.1638888888889,3.5083333333333333
2020-07-31,60.791666666666664,222.99930555555557,23.97083333333333,17.359444444444446,174.18055555555554,1.564861111111111,1011.4893055555555,2.85
2020-08-01,42.958333333333336,168.63472222222222,17.033333333333335,18.68611111111111,212.57638888888889,2.2527777777777778,1005.3833333333333,3.9381944444444446
2020-08-02,22.041666666666668,66.1048611111111,0.19166666666666665,13.776388888888889,258.3125,1.9048611111111111,1001.5083333333333,3.547916666666667
2020-08-03,83.125,174.9451388888889,10.362499999999999,12.713194444444445,257.5625,2.2381944444444444,1003.9006944444445,4.16875
2020-08-04,79.16666666666667,102.85694444444444,3.0749999999999997,12.939583333333333,156.82638888888889,3.500833333333333,1002.9812499999999,5.936805555555555
2020-08-05,58.375,47.76569444444444,0.0,14.430555555555555,154.73333333333332,4.809722222222223,997.3729166666667,8.09375
2020-08-06,83.08333333333333,128.67361111111111,5.558333333333334,17.616666666666667,152.90277777777777,2.6875,1009.9930555555555,4.272916666666666
2020-08-07,76.6086956521739,70.58260869565218,0.18695652173913044,18.679565217391303,147.06521739130434,2.6,1014.1644927536232,4.391304347826087
2020-08-08,33.666666666666664,89.00666666666666,9.170833333333333,15.790972222222223,258.88888888888886,3.1355555555555554,1016.120138888889,5.300694444444445
2020-08-09,59.04347826086956,281.25144927536235,38.36086956521739,14.781159420289853,291.96376811594206,2.9853623188405796,1017.841884057971,4.978260869565218
2020-08-10,127.45454545454545,249.69848484848487,31.927272727272726,16.87909090909091,230.1742424242424,1.4712121212121212,1016.8884848484848,2.5613636363636365
2020-08-11,144.79166666666666,222.70902777777778,31.991666666666664,18.904861111111114,234.85416666666666,1.1847222222222222,1018.0201388888889,2.0875
2020-08-12,145.125,222.53958333333333,30.295833333333334,21.18263888888889,244.01388888888889,1.4145833333333335,1014.6180555555557,2.495833333333333
2020-08-13,119.25,93.34972222222223,2.5958333333333337,19.15625,239.7388888888889,1.6611111111111112,1010.1840277777778,2.9729166666666664
2020-08-14,107.65217391304348,67.2463768115942,0.0,15.332608695652175,325.1304347826087,2.9681159420289855,1009.9260869565217,4.9
2020-08-15,64.875,244.29513888888889,35.541666666666664,16.16722222222222,283.8361111111111,2.904166666666667,1011.0619444444445,4.895833333333333
2020-08-16,63.541666666666664,239.4652777777778,32.77916666666667,18.51875,253.42361111111111,2.390972222222222,1008.7215277777777,4.10625
2020-08-17,167.16666666666666,224.54597222222222,30.666666666666668,20.217361111111114,225.63194444444446,1.396111111111111,1005.588888888889,2.44375
2020-08-18,174.08333333333334,184.74166666666667,18.058333333333334,21.739583333333332,184.86111111111111,1.71875,1001.2624999999999,3.077083333333333
2020-08-19,139.69565217391303,78.92173913043479,3.5782608695652174,17.73985507246377,170.94927536231884,1.3210144927536231,1001.2434782608697,2.5804347826086955
2020-08-20,142.75,138.0701388888889,15.483333333333334,19.01527777777778,152.13194444444443,2.071527777777778,999.3743055555556,3.665277777777778
2020-08-21,90.1304347826087,56.75289855072464,2.1695652173913045,18.577826086956524,146.4144927536232,3.981884057971014,993.0318840579711,7.33840579710145
2020-08-22,29.375,46.27361111111111,0.0,15.457638888888889,167.15277777777777,4.48125,990.44625,8.387500000000001
2020-08-23,30.625,86.83263888888888,0.0,12.059722222222222,285.1319444444444,2.3833333333333333,997.1854166666667,4.354166666666667
2020-08-24,120.8695652173913,121.50289855072464,5.591304347826088,9.760144927536231,184.76521739130436,1.82768115942029,1002.6644927536232,3.132608695652174
2020-08-25,138.625,126.51666666666665,7.0625,11.859583333333333,217.6875,1.5756944444444445,999.7631944444444,2.733333333333333
2020-08-26,151.33333333333334,211.56319444444443,29.34583333333333,13.46736111111111,243.9722222222222,1.78125,996.9263888888889,3.1145833333333335
2020-08-27,137.7391304347826,143.9949275362319,17.965217391304346,12.497101449275362,232.1594202898551,1.8326086956521739,1004.0211594202899,3.0195652173913046
2020-08-28,123.95833333333333,176.69236111111113,19.837500000000002,13.427777777777777,229.4097222222222,1.3263888888888888,1001.0904166666668,2.345833333333333
2020-08-29,56.666666666666664,145.3034722222222,12.049999999999999,13.710972222222223,269.22222222222223,2.2270833333333333,1001.7354166666668,3.8625000000000003
2020-08-30,49.0,176.65289855072464,24.94782608695652,12.798550724637682,325.731884057971,3.6384057971014494,1006.8840579710144,6.086956521739131
2020-08-31,153.69565217391303,178.4985507246377,27.53478260869565,11.701449275362318,223.06521739130434,1.3936231884057972,1012.805072463768,2.5195652173913046
2020-09-01,152.25,136.725,12.840000000000002,12.716527777777777,158.90972222222223,2.5680555555555555,1015.1722222222223,4.16875
2020-09-02,147.875,165.69861111111112,23.650000000000002,15.94513888888889,161.63194444444443,4.895138888888889,1010.8408333333333,8.227777777777778
2020-09-03,101.30434782608695,46.87101449275362,0.0,14.538260869565217,156.2753623188406,5.77536231884058,999.8666666666667,9.934057971014493
2020-09-04,81.6086956521739,54.71376811594203,0.42173913043478256,12.43768115942029,148.59420289855072,3.0115942028985505,998.922463768116,5.405072463768116
2020-09-05,28.416666666666668,75.67777777777778,2.1750000000000003,10.565277777777778,216.1833333333333,2.004722222222222,997.0479166666668,4.407638888888889
2020-09-06,25.17391304347826,50.71666666666667,0.4956521739130435,10.571739130434782,249.83333333333334,1.6202898550724638,1003.5369565217391,3.25
2020-09-07,94.91666666666667,35.26111111111111,0.0,11.379861111111111,168.08333333333334,3.7680555555555557,1003.942361111111,6.695138888888889
2020-09-08,105.83333333333333,35.291666666666664,0.0,11.971527777777778,189.66666666666666,2.1036111111111113,1003.7319444444444,4.652777777777778
2020-09-09,79.66666666666667,55.42861111111111,0.08333333333333333,10.534722222222221,264.1875,2.2784722222222222,1001.3548611111111,4.252083333333333
2020-09-10,88.66666666666667,90.77361111111111,3.6666666666666665,9.369027777777779,201.6916666666667,2.8697916666666665,1009.5222222222222,4.727083333333334
